evolution$generation,evolution$evaluated,tpsAuChamp,qPrésenceBrousse,fréquenceRéu,participants,probaDiscu,probaDenonce,objective$om_delatMil,objective$om_trees,evolution$samples,qPrésenceBrousse,om_underTrees,tpsAuChamp,participants,fréquenceRéu,nombreBergers,probaDiscu,SRepreZ,om_nbCoupe,mySeed,om_delatMil,SPop,om_charette,om_stockMil,coordination,nbSurveillants,nbProTGMax,om_trees,om_ticks,engagésInitiaux,probaDenonce,RNA,nbChampsVisités,om_delatArbres,nbCoupeurs,om_caughtCutter
100,376,25.61403786104959,0.2898284755092996,2.1238983390714754,10.130256818031793,42.660963363039166,79.9416841236116,-125.3290721649484,129.0,1,"[0.2898284755092996]","[25.130000000000003]","[25.61403786104959]","[10.130256818031793]","[2.1238983390714754]","[5.0]","[42.660963363039166]","[false]","[1420.0]","[-833827196]","[-125.3290721649484]","[true]","[57.0]","[41494.03439999808]","[false]","[8.0]","[35.0]","[129.0]","[8396.0]","[40.0]","[79.9416841236116]","[true]","[5.0]","[-406.0]","[10.0]","[88.0]"
100,376,80.0,0.2,1.036126142185497,19.96806310746929,54.358233794375316,20.0,-1150.3097777777778,205.0,1,"[0.2]","[28.849999999999998]","[80.0]","[19.96806310746929]","[1.036126142185497]","[5.0]","[54.358233794375316]","[false]","[1688.0]","[-2040081515]","[-1150.3097777777778]","[true]","[45.0]","[43853.80399999826]","[false]","[8.0]","[35.0]","[205.0]","[8396.0]","[40.0]","[20.0]","[true]","[5.0]","[-330.0]","[10.0]","[59.0]"
100,376,42.476310830434514,0.266428421244388,3.661150091611761,12.394673607527817,23.215806718756447,66.13580019935972,-5.386713707345393,165.0,2,"[0.266428421244388,0.266428421244388]","[28.17,26.029999999999998]","[42.476310830434514,42.476310830434514]","[12.394673607527817,12.394673607527817]","[3.661150091611761,3.661150091611761]","[5.0,5.0]","[23.215806718756447,23.215806718756447]","[false,false]","[1972.0,2022.0]","[-1443239153,1595164553]","[-215.17890109890118,204.4054736842104]","[true,true]","[50.0,50.0]","[43498.98719999841,42684.1855999981]","[false,false]","[8.0,8.0]","[35.0,35.0]","[163.0,167.0]","[8396.0,8396.0]","[40.0,40.0]","[66.13580019935972,66.13580019935972]","[true,true]","[5.0,5.0]","[-372.0,-368.0]","[10.0,10.0]","[109.0,132.0]"
100,376,42.33431626980436,0.4554574360291769,3.238560982683401,20.13031551435251,38.79701426994568,49.90047360992831,-1152.3964444444443,795.0,1,"[0.4554574360291769]","[53.12]","[42.33431626980436]","[20.13031551435251]","[3.238560982683401]","[5.0]","[38.79701426994568]","[false]","[1900.0]","[224525442]","[-1152.3964444444443]","[true]","[42.0]","[46703.85679999698]","[false]","[8.0]","[35.0]","[795.0]","[8396.0]","[40.0]","[49.90047360992831]","[true]","[5.0]","[260.0]","[10.0]","[223.0]"
100,376,20.0,0.6264964594064164,2.2077050714932294,5.0,20.0,65.95760696969313,-1030.5610989010988,171.0,1,"[0.6264964594064164]","[27.55]","[20.0]","[5.0]","[2.2077050714932294]","[5.0]","[20.0]","[false]","[1259.0]","[-1735855553]","[-1030.5610989010988]","[true]","[53.0]","[43259.354399998185]","[false]","[8.0]","[35.0]","[171.0]","[8396.0]","[40.0]","[65.95760696969313]","[true]","[5.0]","[-364.0]","[10.0]","[25.0]"
100,376,70.41670100763848,0.2,4.560771785141033,5.0,48.53982620549135,64.19894865490421,-982.3436956521738,168.0,1,"[0.2]","[27.689999999999998]","[70.41670100763848]","[5.0]","[4.560771785141033]","[5.0]","[48.53982620549135]","[false]","[1801.0]","[-1588194031]","[-982.3436956521738]","[true]","[47.0]","[42972.896799998365]","[false]","[8.0]","[35.0]","[168.0]","[8396.0]","[40.0]","[64.19894865490421]","[true]","[5.0]","[-367.0]","[10.0]","[112.0]"
100,376,61.422848730701766,0.2,1.7232784272755972,5.0,27.354095743506832,47.56620097692162,-409.5828571428571,133.0,1,"[0.2]","[22.62]","[61.422848730701766]","[5.0]","[1.7232784272755972]","[5.0]","[27.354095743506832]","[false]","[1204.0]","[-1773803755]","[-409.5828571428571]","[true]","[53.0]","[43176.97279999837]","[false]","[8.0]","[35.0]","[133.0]","[8396.0]","[40.0]","[47.56620097692162]","[true]","[5.0]","[-402.0]","[10.0]","[12.0]"
100,376,45.00258284251949,0.7630818877759151,5.0,5.0,41.78515963651135,20.0,-56.42130361242005,181.0,2,"[0.7630818877759151,0.7630818877759151]","[28.76,27.22]","[45.00258284251949,45.00258284251949]","[5.0,5.0]","[5.0,5.0]","[5.0,5.0]","[41.78515963651135,41.78515963651135]","[false,false]","[1570.0,1566.0]","[-1850553350,1665735916]","[94.81438202247182,-207.6569892473119]","[true,true]","[45.0,49.0]","[42261.259999998074,42980.90959999821]","[false,false]","[8.0,8.0]","[35.0,35.0]","[190.0,172.0]","[8396.0,8396.0]","[40.0,40.0]","[20.0,20.0]","[true,true]","[5.0,5.0]","[-345.0,-363.0]","[10.0,10.0]","[45.0,52.0]"
100,376,80.0,0.632070589378765,5.0,14.053232210004019,29.696034842987427,33.898123086312715,-142.06356140350883,182.5,2,"[0.632070589378765,0.632070589378765]","[26.83,28.96]","[80.0,80.0]","[14.053232210004019,14.053232210004019]","[5.0,5.0]","[5.0,5.0]","[29.696034842987427,29.696034842987427]","[false,false]","[2496.0,2196.0]","[736264988,609948829]","[-649.9197894736844,365.7926666666668]","[true,true]","[54.0,44.0]","[41982.56479999821,43713.32959999814]","[false,false]","[8.0,8.0]","[35.0,35.0]","[173.0,192.0]","[8396.0,8396.0]","[40.0,40.0]","[33.898123086312715,33.898123086312715]","[true,true]","[5.0,5.0]","[-362.0,-343.0]","[10.0,10.0]","[215.0,161.0]"
100,376,76.48155203458656,0.48728534021731823,1.958580165307933,22.56982807007244,37.37746198842002,42.76546267810875,196.66881591119324,171.5,2,"[0.48728534021731823,0.48728534021731823]","[25.71,26.58]","[76.48155203458656,76.48155203458656]","[22.56982807007244,22.56982807007244]","[1.958580165307933,1.958580165307933]","[5.0,5.0]","[37.37746198842002,37.37746198842002]","[false,false]","[1902.0,2140.0]","[-225784372,601238094]","[376.5989361702126,16.738695652173874]","[true,true]","[56.0,50.0]","[42903.03519999815,41855.11119999809]","[false,false]","[8.0,8.0]","[35.0,35.0]","[160.0,183.0]","[8396.0,8396.0]","[40.0,40.0]","[42.76546267810875,42.76546267810875]","[true,true]","[5.0,5.0]","[-375.0,-352.0]","[10.0,10.0]","[140.0,124.0]"
100,376,42.68686339490337,0.47268745658310535,4.649691810061562,9.59843290985344,20.48354695651887,67.00574116372586,-933.6625263157894,168.0,1,"[0.47268745658310535]","[26.05]","[42.68686339490337]","[9.59843290985344]","[4.649691810061562]","[5.0]","[20.48354695651887]","[false]","[1992.0]","[-1312342739]","[-933.6625263157894]","[true]","[50.0]","[42170.364799998024]","[false]","[8.0]","[35.0]","[168.0]","[8396.0]","[40.0]","[67.00574116372586]","[true]","[5.0]","[-367.0]","[10.0]","[132.0]"
100,376,24.321722811152377,0.6680749720797312,3.2802259671632665,14.191854324478605,50.58328559702777,20.7132582767022,118.40150537634412,127.0,1,"[0.6680749720797312]","[22.41]","[24.321722811152377]","[14.191854324478605]","[3.2802259671632665]","[5.0]","[50.58328559702777]","[false]","[2287.0]","[1272040344]","[118.40150537634412]","[true]","[58.0]","[42325.86319999825]","[false]","[8.0]","[35.0]","[127.0]","[8396.0]","[40.0]","[20.7132582767022]","[true]","[5.0]","[-408.0]","[10.0]","[146.0]"
100,376,55.56027677987572,0.36324445980692277,1.394371415643499,30.0,20.0,34.10813939906511,405.9774736842105,125.0,1,"[0.36324445980692277]","[24.6]","[55.56027677987572]","[30.0]","[1.394371415643499]","[5.0]","[20.0]","[false]","[1927.0]","[1124415185]","[405.9774736842105]","[true]","[56.0]","[42868.479999998315]","[false]","[8.0]","[35.0]","[125.0]","[8396.0]","[40.0]","[34.10813939906511]","[true]","[5.0]","[-410.0]","[10.0]","[114.0]"
100,376,45.00258284251949,0.7630818877759151,2.4476963229804456,14.012403039936046,41.78515963651135,37.543019631042945,-156.11668840579716,206.5,2,"[0.7630818877759151,0.7630818877759151]","[28.93,28.749999999999996]","[45.00258284251949,45.00258284251949]","[14.012403039936046,14.012403039936046]","[2.4476963229804456,2.4476963229804456]","[5.0,5.0]","[41.78515963651135,41.78515963651135]","[false,false]","[1874.0,1940.0]","[-494976888,-904919877]","[338.8746666666666,-651.1080434782609]","[true,true]","[46.0,46.0]","[43410.846399998285,43494.730399998254]","[false,false]","[8.0,8.0]","[35.0,35.0]","[213.0,200.0]","[8396.0,8396.0]","[40.0,40.0]","[37.543019631042945,37.543019631042945]","[true,true]","[5.0,5.0]","[-322.0,-335.0]","[10.0,10.0]","[88.0,77.0]"
100,376,20.0,0.2,4.222888424534345,10.11316918624782,29.69501016658222,45.167455733525,-1094.521875,188.0,1,"[0.2]","[28.32]","[20.0]","[10.11316918624782]","[4.222888424534345]","[5.0]","[29.69501016658222]","[false]","[1657.0]","[1879021688]","[-1094.521875]","[true]","[51.0]","[43263.61119999824]","[false]","[8.0]","[35.0]","[188.0]","[8396.0]","[40.0]","[45.167455733525]","[true]","[5.0]","[-347.0]","[10.0]","[123.0]"
100,376,20.0,0.2,5.0,5.0,20.0,45.167455733525,-1007.3272340425532,186.0,1,"[0.2]","[28.189999999999998]","[20.0]","[5.0]","[5.0]","[5.0]","[20.0]","[false]","[1173.0]","[-2093842526]","[-1007.3272340425532]","[true]","[54.0]","[42988.4215999981]","[false]","[8.0]","[35.0]","[186.0]","[8396.0]","[40.0]","[45.167455733525]","[true]","[5.0]","[-349.0]","[10.0]","[46.0]"
100,376,63.24028995321618,0.3290803414439345,2.0493609099751944,19.58037878206092,23.052899819088278,44.496922474652074,-916.1905747126436,173.0,1,"[0.3290803414439345]","[25.979999999999997]","[63.24028995321618]","[19.58037878206092]","[2.0493609099751944]","[5.0]","[23.052899819088278]","[false]","[2063.0]","[-483454635]","[-916.1905747126436]","[true]","[52.0]","[41314.247199997975]","[false]","[8.0]","[35.0]","[173.0]","[8396.0]","[40.0]","[44.496922474652074]","[true]","[5.0]","[-362.0]","[10.0]","[133.0]"
100,376,50.14493647838557,0.35517137876291127,1.3375425318898948,29.449904059811278,32.21132291919598,72.46972391772219,-894.3634782608696,168.0,1,"[0.35517137876291127]","[27.200000000000003]","[50.14493647838557]","[29.449904059811278]","[1.3375425318898948]","[5.0]","[32.21132291919598]","[false]","[2144.0]","[1627786434]","[-894.3634782608696]","[true]","[53.0]","[42246.23599999812]","[false]","[8.0]","[35.0]","[168.0]","[8396.0]","[40.0]","[72.46972391772219]","[true]","[5.0]","[-367.0]","[10.0]","[123.0]"
100,376,71.5007797052873,0.2,5.0,5.511637557598908,25.643731686337755,20.0,-1017.0780219780221,190.0,1,"[0.2]","[28.84]","[71.5007797052873]","[5.511637557598908]","[5.0]","[5.0]","[25.643731686337755]","[false]","[1581.0]","[-2048223412]","[-1017.0780219780221]","[true]","[51.0]","[43437.13839999809]","[false]","[8.0]","[35.0]","[190.0]","[8396.0]","[40.0]","[20.0]","[true]","[5.0]","[-345.0]","[10.0]","[42.0]"
100,376,65.4844958449213,0.55470084227022,1.4555111338466784,23.517901649134885,41.98247968010719,55.019465842364795,-678.4011235955056,156.0,1,"[0.55470084227022]","[26.6]","[65.4844958449213]","[23.517901649134885]","[1.4555111338466784]","[5.0]","[41.98247968010719]","[false]","[2241.0]","[-1582273421]","[-678.4011235955056]","[true]","[52.0]","[42150.082399998035]","[false]","[8.0]","[35.0]","[156.0]","[8396.0]","[40.0]","[55.019465842364795]","[true]","[5.0]","[-379.0]","[10.0]","[112.0]"
100,376,21.800944565031898,0.6238103007718341,4.222888424534345,6.043062314018406,29.69501016658222,23.19005578971243,401.15936389360496,182.5,2,"[0.6238103007718341,0.6238103007718341]","[29.78,25.64]","[21.800944565031898,21.800944565031898]","[6.043062314018406,6.043062314018406]","[4.222888424534345,4.222888424534345]","[5.0,5.0]","[29.69501016658222,29.69501016658222]","[false,false]","[1730.0,1530.0]","[-176819393,-971511469]","[399.8995698924729,402.419157894737]","[true,true]","[49.0,52.0]","[42719.24159999797,43321.45359999838]","[false,false]","[8.0,8.0]","[35.0,35.0]","[209.0,156.0]","[8396.0,8396.0]","[40.0,40.0]","[23.19005578971243,23.19005578971243]","[true,true]","[5.0,5.0]","[-326.0,-379.0]","[10.0,10.0]","[51.0,46.0]"
100,376,62.250863748806765,0.5998999026726235,1.1058536417204672,24.8977644449079,50.88061377173053,23.89785193545039,31.41594023953573,185.5,2,"[0.5998999026726235,0.5998999026726235]","[28.18,26.93]","[62.250863748806765,62.250863748806765]","[24.8977644449079,24.8977644449079]","[1.1058536417204672,1.1058536417204672]","[5.0,5.0]","[50.88061377173053,50.88061377173053]","[false,false]","[2053.0,1793.0]","[-1207337450,314698892]","[-340.00943820224717,402.8413186813186]","[true,true]","[44.0,48.0]","[43689.29119999829,41187.79519999797]","[false,false]","[8.0,8.0]","[35.0,35.0]","[207.0,164.0]","[8396.0,8396.0]","[40.0,40.0]","[23.89785193545039,23.89785193545039]","[true,true]","[5.0,5.0]","[-328.0,-371.0]","[10.0,10.0]","[100.0,52.0]"
100,376,80.0,0.46103164961593857,3.2236557155977947,14.519093397741312,41.917687324898665,29.125459331415918,-622.2017977528091,164.0,1,"[0.46103164961593857]","[26.229999999999997]","[80.0]","[14.519093397741312]","[3.2236557155977947]","[5.0]","[41.917687324898665]","[false]","[2001.0]","[690049947]","[-622.2017977528091]","[true]","[54.0]","[43332.220799998264]","[false]","[8.0]","[35.0]","[164.0]","[8396.0]","[40.0]","[29.125459331415918]","[true]","[5.0]","[-371.0]","[10.0]","[145.0]"
100,376,40.24943229530399,0.2,1.9004109850868072,7.4025823822135575,27.92605037156403,28.730655379465,-366.47638297872345,157.0,1,"[0.2]","[27.389999999999997]","[40.24943229530399]","[7.4025823822135575]","[1.9004109850868072]","[5.0]","[27.92605037156403]","[false]","[1238.0]","[2065598752]","[-366.47638297872345]","[true]","[53.0]","[42250.743199998105]","[false]","[8.0]","[35.0]","[157.0]","[8396.0]","[40.0]","[28.730655379465]","[true]","[5.0]","[-378.0]","[10.0]","[24.0]"
100,376,37.26077982390262,0.7399949198907851,1.2275473928425207,10.673206146204047,49.72646749927331,78.405647640507,204.60315789473685,138.0,1,"[0.7399949198907851]","[24.79]","[37.26077982390262]","[10.673206146204047]","[1.2275473928425207]","[5.0]","[49.72646749927331]","[false]","[1619.0]","[1579669058]","[204.60315789473685]","[true]","[57.0]","[43311.938399998304]","[false]","[8.0]","[35.0]","[138.0]","[8396.0]","[40.0]","[78.405647640507]","[true]","[5.0]","[-397.0]","[10.0]","[106.0]"
100,376,61.42162664229587,0.2184935551254959,4.756394986317488,7.8610805456428405,29.696034842987423,33.898123086312715,14.776511627906814,151.0,1,"[0.2184935551254959]","[24.33]","[61.42162664229587]","[7.8610805456428405]","[4.756394986317488]","[5.0]","[29.696034842987423]","[false]","[1877.0]","[1898916117]","[14.776511627906814]","[true]","[51.0]","[42684.936799998286]","[false]","[8.0]","[35.0]","[151.0]","[8396.0]","[40.0]","[33.898123086312715]","[true]","[5.0]","[-384.0]","[10.0]","[90.0]"
100,376,63.24028995321617,0.65555954403306,1.4615093463021145,14.588204917158707,23.052899819088278,63.10721723460478,272.62300000000005,188.0,2,"[0.65555954403306,0.65555954403306]","[29.189999999999998,27.1]","[63.24028995321617,63.24028995321617]","[14.588204917158707,14.588204917158707]","[1.4615093463021145,1.4615093463021145]","[5.0,5.0]","[23.052899819088278,23.052899819088278]","[false,false]","[1480.0,1435.0]","[-577454572,1573472794]","[267.302,277.9440000000001]","[true,true]","[46.0,47.0]","[43417.10639999828,43471.94399999832]","[false,false]","[8.0,8.0]","[35.0,35.0]","[200.0,176.0]","[8396.0,8396.0]","[40.0,40.0]","[63.10721723460478,63.10721723460478]","[true,true]","[5.0,5.0]","[-335.0,-359.0]","[10.0,10.0]","[69.0,43.0]"
100,376,25.61403786104959,0.5448406598504824,2.1238983390714754,10.130256818031793,33.591003739226515,79.9416841236116,-884.2582978723403,185.0,1,"[0.5448406598504824]","[27.950000000000003]","[25.61403786104959]","[10.130256818031793]","[2.1238983390714754]","[5.0]","[33.591003739226515]","[false]","[1501.0]","[942217087]","[-884.2582978723403]","[true]","[48.0]","[41861.87199999794]","[false]","[8.0]","[35.0]","[185.0]","[8396.0]","[40.0]","[79.9416841236116]","[true]","[5.0]","[-350.0]","[10.0]","[79.0]"
100,376,80.0,0.8,3.5103455365478604,5.0,20.0,49.272890530229844,429.5751111111111,136.0,1,"[0.8]","[24.59]","[80.0]","[5.0]","[3.5103455365478604]","[5.0]","[20.0]","[false]","[1226.0]","[70177213]","[429.5751111111111]","[true]","[54.0]","[43375.28959999862]","[false]","[8.0]","[35.0]","[136.0]","[8396.0]","[40.0]","[49.272890530229844]","[true]","[5.0]","[-399.0]","[10.0]","[24.0]"
100,376,20.0,0.3016646995700945,2.2077050714932294,10.411495205090223,56.2421988038294,65.95760696969313,-120.53977777777789,155.0,1,"[0.3016646995700945]","[26.57]","[20.0]","[10.411495205090223]","[2.2077050714932294]","[5.0]","[56.2421988038294]","[false]","[1862.0]","[-564344224]","[-120.53977777777789]","[true]","[57.0]","[41930.23119999807]","[false]","[8.0]","[35.0]","[155.0]","[8396.0]","[40.0]","[65.95760696969313]","[true]","[5.0]","[-380.0]","[10.0]","[181.0]"
100,376,25.665295226186004,0.42871008370649344,1.8713630183499124,14.376783419006356,22.361314841353135,47.882060429284,187.66958333333324,145.0,1,"[0.42871008370649344]","[25.619999999999997]","[25.665295226186004]","[14.376783419006356]","[1.8713630183499124]","[5.0]","[22.361314841353135]","[false]","[1581.0]","[225597712]","[187.66958333333324]","[true]","[52.0]","[41676.82639999809]","[false]","[8.0]","[35.0]","[145.0]","[8396.0]","[40.0]","[47.882060429284]","[true]","[5.0]","[-390.0]","[10.0]","[42.0]"
100,376,50.17924878595098,0.5171981100229435,2.019599070722287,11.229094377937614,20.0,20.0,-420.3242222222221,163.0,1,"[0.5171981100229435]","[27.02]","[50.17924878595098]","[11.229094377937614]","[2.019599070722287]","[5.0]","[20.0]","[false]","[1821.0]","[1032769306]","[-420.3242222222221]","[true]","[53.0]","[43429.12559999836]","[false]","[8.0]","[35.0]","[163.0]","[8396.0]","[40.0]","[20.0]","[true]","[5.0]","[-372.0]","[10.0]","[45.0]"
100,376,20.484441259969376,0.2,5.0,26.076497459129968,27.92605037156403,20.0,95.03212765957443,154.0,1,"[0.2]","[25.27]","[20.484441259969376]","[26.076497459129968]","[5.0]","[5.0]","[27.92605037156403]","[false]","[1985.0]","[-1967933759]","[95.03212765957443]","[true]","[52.0]","[42593.290399998325]","[false]","[8.0]","[35.0]","[154.0]","[8396.0]","[40.0]","[20.0]","[true]","[5.0]","[-381.0]","[10.0]","[165.0]"
100,376,41.2093774326024,0.6577821946327014,2.7761578518753263,19.96806310746929,20.0,33.982951439533956,-147.6821505376342,159.0,1,"[0.6577821946327014]","[26.43]","[41.2093774326024]","[19.96806310746929]","[2.7761578518753263]","[5.0]","[20.0]","[false]","[2164.0]","[312576735]","[-147.6821505376342]","[true]","[54.0]","[42582.272799998165]","[false]","[8.0]","[35.0]","[159.0]","[8396.0]","[40.0]","[33.982951439533956]","[true]","[5.0]","[-376.0]","[10.0]","[105.0]"
100,376,57.051636041307994,0.4748704266328125,2.0053383761005046,5.469020917839164,20.0,22.926594919353906,102.89042553191484,151.0,1,"[0.4748704266328125]","[25.28]","[57.051636041307994]","[5.469020917839164]","[2.0053383761005046]","[5.0]","[20.0]","[false]","[1281.0]","[-1541826627]","[102.89042553191484]","[true]","[53.0]","[42820.1527999982]","[false]","[8.0]","[35.0]","[151.0]","[8396.0]","[40.0]","[22.926594919353906]","[true]","[5.0]","[-384.0]","[10.0]","[11.0]"
100,376,28.661016655632473,0.5706889613452809,3.223655715597795,14.519093397741313,45.02242670722731,26.014953199303385,148.02558094994905,238.5,2,"[0.5706889613452809,0.5706889613452809]","[23.65,33.82]","[28.661016655632473,28.661016655632473]","[14.519093397741313,14.519093397741313]","[3.223655715597795,3.223655715597795]","[5.0,5.0]","[45.02242670722731,45.02242670722731]","[false,false]","[2173.0,1850.0]","[1834202134,527127099]","[-123.58224719101105,419.63340909090914]","[true,true]","[57.0,48.0]","[42629.598399998285,44502.59039999796]","[false,false]","[8.0,8.0]","[35.0,35.0]","[141.0,336.0]","[8396.0,8396.0]","[40.0,40.0]","[26.014953199303385,26.014953199303385]","[true,true]","[5.0,5.0]","[-394.0,-199.0]","[10.0,10.0]","[126.0,198.0]"
100,376,77.5452462792751,0.21254694596184098,2.422862779417537,6.481417861473427,64.62616961320221,20.223793983202487,-649.4570114942528,175.0,1,"[0.21254694596184098]","[27.83]","[77.5452462792751]","[6.481417861473427]","[2.422862779417537]","[5.0]","[64.62616961320221]","[false]","[1695.0]","[-893504580]","[-649.4570114942528]","[true]","[50.0]","[43157.69199999821]","[false]","[8.0]","[35.0]","[175.0]","[8396.0]","[40.0]","[20.223793983202487]","[true]","[5.0]","[-360.0]","[10.0]","[92.0]"
100,376,20.0,0.8,1.485333566412341,29.827882713597802,20.0,36.70130642356486,-71.40527472527486,158.0,1,"[0.8]","[25.66]","[20.0]","[29.827882713597802]","[1.485333566412341]","[5.0]","[20.0]","[false]","[2065.0]","[-947867366]","[-71.40527472527486]","[true]","[51.0]","[42910.547199998255]","[false]","[8.0]","[35.0]","[158.0]","[8396.0]","[40.0]","[36.70130642356486]","[true]","[5.0]","[-377.0]","[10.0]","[105.0]"
100,376,20.0,0.45197382481027615,1.0,19.968063107469295,43.599775289397805,33.322596644215096,-860.1105376344085,194.0,1,"[0.45197382481027615]","[29.17]","[20.0]","[19.968063107469295]","[1.0]","[5.0]","[43.599775289397805]","[false]","[1525.0]","[-1288502336]","[-860.1105376344085]","[true]","[47.0]","[42568.25039999793]","[false]","[8.0]","[35.0]","[194.0]","[8396.0]","[40.0]","[33.322596644215096]","[true]","[5.0]","[-341.0]","[10.0]","[58.0]"
100,376,20.0,0.5155728700348912,2.2077050714932294,5.0,20.0,65.95760696969313,-379.1168539325844,165.0,1,"[0.5155728700348912]","[26.22]","[20.0]","[5.0]","[2.2077050714932294]","[5.0]","[20.0]","[false]","[1165.0]","[-508458601]","[-379.1168539325844]","[true]","[53.0]","[43552.82319999825]","[false]","[8.0]","[35.0]","[165.0]","[8396.0]","[40.0]","[65.95760696969313]","[true]","[5.0]","[-370.0]","[10.0]","[21.0]"
100,376,40.77661390885683,0.7333761994882015,2.8012733333781927,19.96806310746929,42.22992757375988,33.322596644215096,-400.1420454545454,166.0,1,"[0.7333761994882015]","[24.279999999999998]","[40.77661390885683]","[19.96806310746929]","[2.8012733333781927]","[5.0]","[42.22992757375988]","[false]","[2283.0]","[1544937498]","[-400.1420454545454]","[true]","[50.0]","[42237.972799998235]","[false]","[8.0]","[35.0]","[166.0]","[8396.0]","[40.0]","[33.322596644215096]","[true]","[5.0]","[-369.0]","[10.0]","[176.0]"
100,376,70.37478353397204,0.25307943869165905,2.5468312932347015,7.7471758954408285,37.7989439362702,47.27304151326899,-888.0945054945054,220.0,1,"[0.25307943869165905]","[29.049999999999997]","[70.37478353397204]","[7.7471758954408285]","[2.5468312932347015]","[5.0]","[37.7989439362702]","[false]","[1724.0]","[919005585]","[-888.0945054945054]","[true]","[39.0]","[43107.611999998175]","[false]","[8.0]","[35.0]","[220.0]","[8396.0]","[40.0]","[47.27304151326899]","[true]","[5.0]","[-315.0]","[10.0]","[45.0]"
100,376,29.829456933864122,0.8,3.256083243154973,18.16977456877613,20.0,34.10813939906511,-142.4325842696628,161.0,1,"[0.8]","[25.55]","[29.829456933864122]","[18.16977456877613]","[3.256083243154973]","[5.0]","[20.0]","[false]","[2589.0]","[-1492770843]","[-142.4325842696628]","[true]","[49.0]","[42408.24479999812]","[false]","[8.0]","[35.0]","[161.0]","[8396.0]","[40.0]","[34.10813939906511]","[true]","[5.0]","[-374.0]","[10.0]","[172.0]"
100,376,51.2065545878281,0.3284039236727936,5.0,5.0,24.57018072810763,80.0,-208.19775280898875,164.0,1,"[0.3284039236727936]","[27.169999999999998]","[51.2065545878281]","[5.0]","[5.0]","[5.0]","[24.57018072810763]","[false]","[1635.0]","[-1137490083]","[-208.19775280898875]","[true]","[54.0]","[42051.9255999981]","[false]","[8.0]","[35.0]","[164.0]","[8396.0]","[40.0]","[80.0]","[true]","[5.0]","[-371.0]","[10.0]","[67.0]"
